sale_id,date_key,product_key,customer_key,quantity,amount
192,81,45,474,8,3650.46
193,491,28,104,9,3678.05
194,576,90,140,3,1129.26
195,601,31,125,1,392.81
196,544,29,327,4,1140.85
197,424,43,368,8,46.54
198,141,1,494,9,3828.73
199,162,53,335,8,3886.33
200,205,97,494,5,645.79
201,662,8,465,2,848.41
202,238,69,379,1,111.55
203,180,54,452,3,232.42
204,38,51,404,8,244.01
205,297,5,5,5,1301.76
206,110,43,146,8,60.64
207,557,68,253,3,792.41
208,480,35,99,2,818.69
209,470,83,132,3,549.41
210,346,38,291,4,1798.36
211,655,52,424,7,333.32
212,89,52,343,2,85.84
213,144,62,166,4,1009.78
214,393,31,229,5,2123.41
215,310,75,371,10,1219.38
216,670,47,355,4,1328.81
217,122,60,158,3,372.26
218,515,91,395,5,204.23
219,655,38,189,10,4563.68
220,137,62,79,8,2546.4
221,621,48,213,9,4649.15
222,551,86,423,4,151.73
223,697,97,306,2,275.05
224,541,91,186,2,86.95
225,115,8,425,9,4092.32
226,208,74,275,3,612.63
227,533,57,60,4,1614.06
228,501,12,461,9,3758.1
229,57,59,68,9,3949.96
230,578,8,287,8,3413.57
231,316,93,12,7,1890.58
232,4,96,112,10,2934.06
233,434,45,359,2,882.59
234,62,9,479,8,2410.65
235,419,24,394,3,1602.81
236,662,54,192,7,472.44
237,387,49,42,9,1977.12
238,357,16,92,9,2533.15
239,131,94,115,1,49.08
240,306,60,345,9,1123.23
241,389,30,127,8,577.8
242,283,25,480,2,591.24
243,677,54,315,1,63.22
244,69,13,305,1,398.03
245,689,91,447,1,35.68
246,46,52,225,4,191.86
247,58,18,258,5,1971.08
248,590,41,296,10,4169.76
249,329,31,155,3,1284.69
250,534,29,212,5,1536.09
251,571,76,451,3,698.49
252,438,72,254,1,39.96
253,659,86,196,9,299.32
254,427,53,77,5,2354.87
255,551,61,124,4,57.96
256,725,19,413,8,1282.74
257,576,53,496,7,3482.54
258,138,50,125,5,2004.07
259,663,11,473,8,449.69
260,95,69,371,4,343.59
261,387,87,310,10,257.01
262,75,25,412,10,3670.2
263,573,28,246,4,1949.75
264,341,39,490,1,443.69
265,195,95,61,8,2372.61
266,713,78,361,4,1878.48
267,246,71,165,5,2085.56
268,547,84,184,5,378.91
269,526,64,239,2,83.69
270,481,98,430,6,1560.5
271,380,41,212,1,392.69
272,227,95,75,1,244.85
273,599,75,369,7,938.71
274,201,43,118,7,47.24
275,252,64,282,6,213.4
276,501,93,329,8,2305.07
277,361,22,72,9,2863.72
278,556,83,491,1,215.93
279,77,86,25,1,34.25
280,646,30,35,3,193.71
281,518,59,192,1,466.23
282,683,79,468,8,1728.18
283,17,1,273,9,3259.56
284,18,68,370,5,1207.66
285,294,3,258,7,367.09
286,184,14,471,2,134.56
287,247,25,318,9,2865.05
288,363,35,408,7,2637.5
289,416,59,290,4,2066.15
290,232,39,351,2,1016.16
291,666,98,17,2,449.51
292,387,71,244,1,450.35
293,720,22,43,8,2819.12
294,661,43,290,2,14.79
295,44,30,109,10,751.63
296,48,10,351,5,458.89
297,578,85,17,3,1640.5
298,323,3,493,4,197.14
299,730,51,476,2,63.28
300,578,31,291,7,2755.35
301,554,43,197,3,21.56
302,706,93,41,9,2817.27
303,355,7,51,7,734.65
304,78,44,310,10,4343.2
305,407,100,168,1,42.92
306,462,63,117,6,2166.21
307,385,56,96,10,2247.87
308,88,99,317,5,1262.91
309,731,10,43,5,367.29
310,729,82,79,7,3066.92
311,110,12,3,5,2087.36
312,277,14,68,2,121.05
313,460,72,285,9,306.31
314,27,12,182,9,3354.17
315,613,42,443,7,898.06
316,424,50,399,2,939.29
317,573,32,293,9,3038.59
318,390,22,72,5,1501.3
319,505,19,33,3,419.42
320,432,39,248,2,930.89
321,253,93,321,8,2398.12
322,201,59,55,3,1271.76
323,406,43,431,10,63.72
324,338,57,172,7,2903.01
325,667,77,70,5,142.12
326,712,26,246,6,2231.8
327,408,41,150,8,3516.41
328,249,42,193,5,822.74
329,403,47,59,10,3479.97
330,559,24,350,9,3821.26
331,473,91,108,8,336.73
332,710,9,420,7,2581.41
333,143,82,156,4,1716.92
334,158,92,217,7,392.82
335,613,62,299,7,2095.34
336,709,54,279,1,74.53
337,369,90,459,9,3945.71
338,88,14,394,4,279.79
339,364,22,332,10,2756.57
340,661,87,332,7,237.97
341,340,56,55,1,188.63
342,228,66,383,9,3077.89
343,705,74,114,8,1747.88
344,475,99,348,10,2450.96
345,155,45,13,8,3073.57
346,426,11,60,3,145.78
347,352,59,402,4,1812.65
348,357,61,50,8,131.49
349,464,41,35,5,1664.04
350,728,15,12,6,1743.67
351,694,22,477,4,1283.37
352,566,21,170,9,3101.54
353,474,30,409,7,550.67
354,191,82,337,7,3143.75
355,629,26,231,10,4030.87
356,5,91,110,4,144.28
357,721,9,296,2,764.16
358,550,24,188,6,2699.06
359,117,34,344,8,2074.87
360,655,41,306,7,2788.32
361,602,15,179,6,1842.62
362,633,23,417,5,483.33
363,605,11,345,3,144.17
364,245,40,60,3,988.3
365,145,66,199,7,2421.05
366,589,50,217,3,1314.63
367,551,89,471,3,101.12
368,502,37,72,3,103.27
369,462,80,28,6,2950.17
370,497,18,100,7,3415.92
371,518,84,254,7,603.0
372,426,91,431,8,308.07
373,85,73,16,4,480.37
374,282,29,276,5,1483.24
375,469,73,381,8,1039.93
376,116,74,59,5,1229.0
377,376,70,422,1,194.45
378,452,70,112,7,1112.06
379,670,97,127,5,759.13
380,34,58,135,6,1347.02
381,90,57,444,2,820.38
382,243,27,416,10,1453.33
383,728,79,324,7,1298.57
384,143,27,417,4,600.53
385,584,45,273,5,2242.88
386,173,42,361,5,703.91
387,274,66,461,2,598.78
388,422,8,142,3,1290.55
389,136,32,75,6,2470.21
390,693,51,251,3,103.36
391,276,81,213,7,1328.71
392,649,99,48,7,1630.55
393,285,89,480,6,196.26
394,500,42,298,1,166.91
395,96,94,498,8,379.39
396,715,46,436,2,667.24
397,408,28,496,7,3370.94
398,507,35,166,5,2051.3
399,592,17,290,8,2888.59
400,699,98,25,1,203.54
401,471,3,64,3,141.55
402,1,55,104,3,290.05
403,310,21,448,5,1547.04
404,370,33,43,6,1276.22
405,665,22,27,7,2319.39
406,717,97,120,7,999.92
407,721,13,1,4,1606.86
408,136,76,116,9,2128.17
409,10,2,357,6,486.7
410,433,89,68,8,231.12
411,393,12,375,2,747.95
412,377,39,71,7,3678.67
413,137,83,347,3,559.89
414,577,2,313,3,218.22
415,219,81,384,3,650.55
416,631,88,227,4,1612.2
417,103,18,386,2,879.78
418,394,45,494,7,2881.56
419,144,32,142,2,692.91
420,616,77,370,10,281.02
421,708,4,435,5,90.02
422,622,66,97,7,2208.65
423,56,31,254,7,2312.43
424,512,82,305,2,935.13
425,13,47,479,6,2041.3
426,583,54,188,9,650.81
427,483,99,38,1,237.93
428,15,34,111,1,289.83
429,408,65,147,9,389.53
430,434,90,206,2,888.78
431,551,79,79,5,902.08
432,81,66,472,4,1535.88
433,160,69,168,7,712.77
434,666,88,330,2,867.8
435,448,94,489,4,158.14
436,89,56,60,8,1773.4
437,57,40,342,3,910.06
438,725,18,360,1,385.18
439,356,67,265,5,317.24
440,130,96,400,5,1800.13
441,121,99,461,1,220.37
442,440,35,269,2,801.16
443,591,81,40,8,1520.01
444,369,8,256,10,3651.29
445,162,33,396,2,453.35
446,691,93,60,4,1250.48
447,3,6,440,1,95.49
448,484,47,197,3,1036.82
449,37,71,412,7,2777.93
450,255,54,469,6,383.08
451,80,74,191,2,454.4
452,54,23,115,9,884.55
453,411,9,450,8,3112.62
454,319,42,45,9,1334.97
455,378,26,150,10,4469.37
456,638,32,238,6,2310.47
457,506,99,398,4,992.08
458,560,98,408,4,828.32
459,420,4,120,9,169.56
460,711,2,487,6,377.95
461,674,49,435,5,1087.65
462,543,31,215,8,3403.87
463,146,92,144,2,111.07
464,238,67,212,6,417.67
465,87,75,49,9,1144.54
466,404,10,304,10,711.97
467,679,17,122,5,1542.51
468,323,51,359,6,190.99
469,279,30,39,4,269.82
470,599,14,80,2,120.13
471,478,41,209,2,779.23
472,213,58,158,8,1505.79
473,123,12,81,5,2330.38
474,714,78,21,4,2133.97
475,336,19,47,4,650.55
476,406,66,26,5,1559.77
477,179,4,488,7,152.96
478,570,96,282,4,1182.39
479,105,18,63,1,372.05
480,228,17,102,7,2237.15
481,646,83,44,10,2199.29
482,77,3,34,4,215.32
483,455,17,48,6,1768.18
484,473,7,87,10,1118.32
485,405,64,16,7,283.28
486,177,46,110,3,857.26
487,457,20,18,10,1949.7
488,252,83,152,8,1669.84
489,564,62,32,2,553.41
490,141,54,103,9,570.52
491,557,3,196,6,286.42
492,497,45,468,10,4362.23
493,398,35,93,1,407.82
494,225,4,459,5,85.67
495,484,68,184,10,2747.87
496,164,13,127,4,1504.78
497,58,98,486,4,946.33
498,398,46,479,3,829.99
499,607,41,413,6,2599.99
500,29,91,359,6,262.97
501,578,19,289,4,628.02
502,505,70,159,3,539.59
503,93,8,120,10,3714.49
504,540,62,1,6,2000.55
505,207,17,175,3,1122.25
506,332,8,12,3,1248.63
507,146,100,57,9,411.52
508,75,48,361,7,3300.58
509,345,39,166,3,1665.04
510,448,82,492,8,3875.03
511,179,91,496,9,367.95
512,629,46,115,10,3353.48
513,388,40,376,5,1520.83
514,2,90,486,10,4125.43
515,582,5,94,10,2412.35
516,627,29,328,10,2903.13
517,509,19,170,2,262.78
518,328,22,326,2,700.25
519,687,82,374,6,2737.24
520,272,27,128,2,262.72
521,111,93,1,1,281.58
522,430,22,453,7,2230.53
523,388,45,280,7,2686.51
524,491,74,334,4,816.32
525,76,5,151,1,241.27
526,108,10,176,3,274.5
527,165,94,39,9,464.59
528,96,44,305,10,4272.54
529,722,4,221,3,61.16
530,445,21,28,2,669.09
531,195,53,357,9,4695.12
532,554,34,339,5,1207.93
533,99,7,202,10,1158.2
534,503,20,28,6,961.32
535,90,38,422,10,4951.41
536,100,4,106,3,61.71
537,84,61,433,2,29.05
538,408,61,251,5,67.6
539,558,50,95,6,2945.11
540,379,24,229,1,459.67
541,477,34,116,5,1310.89
542,155,97,357,2,239.03
543,353,70,212,10,1656.35
544,63,50,420,9,3863.07
545,549,88,444,8,3761.09
546,242,61,154,2,29.85
547,36,65,293,9,393.14
548,694,80,76,2,982.72
549,460,23,486,3,294.13
550,198,17,22,7,2032.06
551,700,56,104,3,707.83
552,265,41,467,2,675.41
553,570,51,283,6,223.63
554,533,59,470,1,489.02
555,639,76,268,7,1387.89
556,154,19,291,10,1461.37
557,103,14,289,2,145.03
558,549,45,450,7,2835.46
559,671,63,293,10,3525.06
560,177,36,207,3,1233.5
561,698,89,206,1,32.12
562,340,89,122,1,35.6
563,276,48,11,6,3020.5
564,311,40,144,8,3034.03
565,702,13,498,4,1440.64
566,454,100,423,6,230.44
567,427,78,331,2,878.55
568,217,53,380,8,4217.4
569,383,8,264,3,1058.42
570,727,65,207,3,130.33
571,537,73,15,3,348.82
572,206,8,128,1,400.37
573,370,91,102,5,185.57
574,476,65,204,2,84.5
575,248,48,251,10,4522.18
576,486,76,283,6,1283.2
577,265,96,426,2,629.62
578,396,7,84,10,1237.0
579,220,29,332,4,1388.01
580,276,84,210,9,628.81
581,699,2,243,3,232.03
582,616,2,115,5,382.39
583,313,92,496,5,314.35
584,386,45,236,5,1995.3
585,310,87,267,10,289.0
586,105,1,262,6,2273.58
587,609,78,145,5,2557.31
588,494,9,173,5,1826.83
589,284,34,336,5,1165.86
590,530,98,124,1,252.53
591,615,52,339,6,299.82
592,27,84,255,5,378.65
593,429,52,199,1,48.58
594,586,25,176,4,1452.41
595,654,61,465,6,92.66
596,175,85,449,9,3943.46
597,100,61,66,5,82.26
598,573,98,468,3,787.04
599,344,84,46,4,312.31
600,315,54,404,6,395.47
601,600,38,238,2,987.35
602,650,75,298,10,1245.01
603,200,65,62,7,283.0
604,424,7,446,3,305.11
605,206,44,210,10,4272.1
606,469,19,162,3,463.6
607,500,43,324,3,18.72
608,60,1,232,5,1698.15
609,173,74,392,3,679.05
610,91,17,315,7,2419.47
611,414,55,495,8,669.63
612,39,69,103,6,675.9
613,330,97,427,9,1114.3
614,693,1,321,4,1366.06
615,353,40,67,2,660.97
616,603,40,86,2,751.44
617,306,38,234,9,4612.32
618,346,56,455,3,613.0
619,502,46,385,4,1102.53
620,414,3,117,4,205.21
621,135,28,376,1,450.61
622,174,16,188,1,279.9
623,656,33,395,9,1891.69
624,609,7,339,2,238.76
625,21,7,354,2,222.54
626,390,16,281,5,1442.78
627,157,27,356,1,129.32
628,678,13,340,9,3389.53
629,621,90,71,7,3280.96
630,108,66,369,10,2975.92
631,117,14,255,4,275.9
632,270,67,499,4,269.94
633,420,38,83,1,505.27
634,213,89,478,8,251.8
635,3,2,344,2,166.22
636,588,86,253,3,119.74
637,524,10,371,2,183.83
638,660,30,234,5,351.81
639,52,13,417,3,1349.81
640,298,47,411,6,2243.7
641,119,13,436,1,345.02
642,142,85,332,3,1378.82
643,449,80,138,2,832.91
644,351,24,59,7,3360.02
645,468,35,428,7,3190.73
646,490,54,333,3,181.78
647,713,93,31,3,770.69
648,605,62,411,10,3121.36
649,186,79,195,6,1278.35
650,701,94,499,3,136.05
651,500,15,455,7,1913.16
652,65,34,336,6,1317.54
653,695,68,393,10,2550.13
654,230,86,448,6,212.23
655,705,90,317,2,835.64
656,255,62,178,7,1855.36
657,572,79,28,1,215.04
658,161,65,435,8,354.4
659,170,10,385,8,620.4
660,339,36,26,9,3276.43
661,659,49,207,4,862.68
662,455,74,230,2,502.7
663,458,41,61,8,3310.55
664,19,14,207,7,402.43
665,563,1,423,2,809.28
666,634,82,156,9,4250.7
667,671,86,234,6,202.37
668,56,29,433,8,2502.67
669,635,77,243,6,191.91
670,117,13,389,4,1376.47
671,364,82,494,5,2351.32
672,383,90,55,1,477.18
673,505,18,421,7,2645.08
674,626,26,97,2,929.88
675,403,28,235,4,1869.35
676,111,97,213,1,153.95
677,689,76,64,8,1771.86
678,604,65,69,8,272.89
679,50,71,479,7,3336.0
680,495,66,400,3,1066.45
681,178,94,418,3,120.48
682,674,77,311,6,180.46
683,394,54,312,4,255.58
684,352,38,232,3,1332.05
685,617,90,454,9,3606.18
686,719,71,441,6,2760.58
687,567,81,112,4,703.27
688,298,88,177,3,1579.62
689,666,23,258,9,817.98
690,331,91,60,6,236.17
691,597,74,483,7,1672.5
692,547,37,450,7,278.75
693,536,14,13,7,417.78
694,687,8,103,5,2180.59
695,165,37,350,5,162.92
696,64,89,402,5,151.08
697,555,5,184,8,1797.77
698,692,95,288,4,1131.85
699,575,50,122,9,4297.46
700,713,37,355,1,41.11
701,397,54,490,6,468.78
702,56,2,381,5,337.36
703,454,29,467,6,2127.92
704,560,95,309,4,1142.53
705,199,38,230,3,1710.96
706,77,24,493,3,1589.12
707,123,49,21,7,1613.51
708,271,17,83,10,3668.27
709,6,43,239,3,17.09
710,331,77,27,10,331.32
711,309,63,405,10,3607.28
712,75,91,163,9,318.54
713,189,67,35,9,569.58
714,557,69,207,2,189.53
715,219,85,170,6,2785.66
716,224,97,317,9,1219.05
717,575,97,333,1,120.71
718,355,58,124,10,2279.3
719,250,6,350,6,598.44
720,117,50,132,9,4225.79
721,26,67,421,6,424.76
722,521,58,250,1,190.13
723,668,25,165,9,2707.14
724,99,22,498,9,2902.42
725,642,9,108,4,1555.85
726,435,14,106,9,660.39
727,446,83,419,2,460.54
728,158,4,236,6,102.07
729,76,7,92,5,580.54
730,589,30,467,5,368.11
731,462,81,208,7,1273.88
732,399,87,61,9,228.6
733,634,9,388,10,3027.8
734,75,46,476,9,2432.08
735,703,39,311,2,907.69
736,449,49,203,1,244.93
737,547,29,70,7,2511.39
738,559,38,492,3,1403.71
739,664,48,491,1,467.03
740,569,19,64,1,121.43
741,611,51,276,9,343.66
742,313,27,384,6,753.82
743,662,66,73,3,912.82
744,632,33,100,2,366.65
745,581,7,436,9,1015.14
746,563,10,149,2,151.66
747,203,93,298,8,2648.44
748,366,17,344,4,1169.82
749,635,9,461,4,1325.66
750,462,43,316,5,34.97
751,157,73,291,6,839.42
752,439,22,3,6,1769.97
753,227,92,379,7,420.21
754,369,18,348,6,2861.66
755,474,58,184,5,1008.54
756,112,23,331,10,751.1
757,288,18,457,9,3504.31
758,642,10,373,2,183.2
759,520,81,16,10,1971.49
760,605,28,465,1,445.59
761,557,70,242,3,519.36
762,229,99,302,5,1031.92
763,514,66,47,7,2256.88
764,11,85,123,10,5112.78
765,527,18,229,3,1161.44
766,580,85,447,3,1556.4
767,496,46,21,4,1321.91
768,238,9,136,6,1935.63
769,685,27,266,6,797.48
770,466,6,21,6,546.66
771,534,82,425,5,2551.04
772,270,75,279,10,1289.0
773,670,49,188,10,2582.16
774,80,67,129,7,563.4
775,229,67,208,6,463.19
776,354,63,406,8,3173.26
777,7,65,452,3,118.04
778,236,10,264,5,374.33
779,192,21,186,10,3753.73
780,122,85,118,7,3708.18
781,117,62,346,8,2355.32
782,605,21,332,7,2113.39
783,45,17,294,10,2985.45
784,645,66,21,10,3005.29
785,171,34,473,3,775.51
786,416,77,497,10,312.8
787,678,37,485,2,66.7
788,622,61,445,8,111.1
789,421,77,74,10,329.28
790,187,80,338,9,3621.7
791,703,44,473,8,3145.9
792,71,30,194,7,471.56
793,17,26,268,9,3911.1
794,154,78,50,3,1443.42
795,630,77,20,9,270.63
796,121,12,247,3,1427.11
797,553,1,460,7,2621.71
798,380,6,358,9,910.94
799,494,99,196,6,1428.26
800,714,74,51,7,1414.85
801,489,99,120,2,433.55
802,557,53,132,4,1666.15
803,8,74,268,2,456.81
804,385,84,106,6,476.33
805,110,20,219,10,1743.27
806,549,55,290,6,537.91
807,697,51,387,4,131.17
808,571,62,92,6,1809.19
809,496,33,158,10,1932.35
810,723,51,377,3,111.77
811,676,16,383,4,1144.52
812,717,21,52,4,1413.13
813,347,71,315,1,388.57
814,652,1,412,2,816.3
815,483,77,223,2,52.22
816,228,48,41,10,3959.09
817,394,52,315,9,399.27
818,612,8,485,3,1268.23
819,450,2,104,9,623.83
820,35,77,262,9,286.46
821,630,22,346,1,305.87
822,671,1,500,3,977.86
823,283,100,205,6,260.16
824,416,76,103,9,1725.59
825,721,9,471,2,711.59
826,573,75,179,6,976.43
827,284,29,311,4,1299.87
828,414,74,3,5,1024.62
829,519,14,287,2,133.71
830,349,15,412,9,2847.47
831,551,74,129,8,2070.45
832,577,62,395,4,1276.66
833,470,88,236,10,5100.7
834,494,15,133,2,536.93
835,226,87,360,4,130.02
836,423,46,265,9,2352.31
837,270,32,148,2,726.81
838,351,10,284,3,244.15
839,363,28,458,10,4084.01
840,700,25,256,4,1266.11
841,248,34,106,4,937.13
842,256,80,183,3,1407.7
843,123,11,347,8,421.19
844,555,6,435,8,795.39
845,323,64,460,10,426.04
846,503,24,392,9,4159.73
847,228,97,296,3,354.68
848,434,62,482,9,2292.59
849,356,51,441,3,99.71
850,124,90,266,8,3222.62
851,9,2,346,4,285.56
852,104,42,186,10,1665.93
853,192,71,135,4,1610.7
854,628,44,188,3,1146.09
855,216,54,359,6,394.65
856,411,36,231,3,1216.76
857,590,88,118,2,981.16
858,242,72,222,7,222.66
859,154,61,413,1,13.91
860,512,18,458,9,3894.73
861,324,63,154,5,1810.02
862,582,7,204,2,241.29
863,62,28,417,5,2178.56
864,645,13,231,6,2252.25
865,369,72,286,5,166.82
866,422,16,180,10,2645.28
867,590,84,333,9,662.86
868,292,46,167,9,2747.61
869,458,11,196,10,476.5
870,647,19,445,3,445.84
871,346,54,324,10,700.23
872,74,11,83,6,280.55
873,325,84,150,5,421.0
874,405,35,455,8,3740.81
875,372,96,301,9,3451.56
876,424,22,95,1,283.39
877,241,85,129,2,884.88
878,407,14,49,2,151.08
879,485,71,28,1,467.76
880,537,98,43,2,429.69
881,160,11,336,7,335.99
882,254,95,146,8,2190.31
883,135,68,430,3,615.52
884,680,46,441,6,2039.55
885,479,70,479,5,915.03
886,139,90,277,3,1314.09
887,468,81,384,10,1888.33
888,656,82,274,5,2602.53
889,494,70,117,2,354.47
890,375,53,134,3,1380.83
891,1,67,418,3,201.57
892,481,69,5,8,900.47
893,489,39,5,7,3703.66
894,612,30,408,1,76.82
895,194,53,452,9,4318.84
896,256,21,367,7,2709.85
897,226,34,41,7,1868.23
898,530,98,410,10,2526.75
899,702,35,146,9,4240.82
900,423,25,437,2,622.23
901,297,15,327,8,2304.7
902,279,90,319,8,3091.77
903,20,20,26,9,1451.28
904,105,37,138,3,116.41
905,9,30,47,3,194.09
906,223,44,216,5,2074.64
907,511,48,238,1,436.24
908,150,8,137,7,2474.55
909,482,24,99,5,2709.52
910,13,16,499,4,1122.96
911,454,32,378,1,340.95
912,97,67,341,4,279.66
913,698,40,480,6,1844.26
914,44,96,480,9,3047.6
915,260,62,327,5,1347.51
916,54,86,112,2,64.77
917,445,42,8,3,490.66
918,599,16,203,4,991.8
919,44,75,402,8,1207.65
920,159,48,395,2,850.0
921,512,12,352,10,4039.33
922,641,8,31,6,2539.59
923,719,69,406,2,176.22
924,239,41,286,6,2524.74
925,450,94,99,1,48.17
926,367,93,69,5,1632.15
927,497,91,225,9,326.34
928,714,63,98,10,3219.7
929,357,42,375,8,1121.21
930,614,71,83,2,873.28
931,461,38,420,5,2521.48
932,465,1,398,9,3227.12
933,190,3,318,6,312.04
934,245,42,370,2,314.83
935,552,50,98,9,4177.39
936,565,20,314,5,891.11
937,657,42,57,2,302.65
938,69,6,428,3,280.35
939,33,26,55,8,2989.55
940,33,74,329,7,1664.72
941,539,80,360,10,4012.96
942,376,29,311,2,562.63
943,214,84,252,2,161.68
944,655,8,185,9,3917.71
945,426,48,407,1,504.28
946,273,68,21,2,525.9
947,80,28,492,9,3471.88
948,237,69,198,4,360.45
949,673,32,292,3,1144.02
950,572,54,383,2,148.05
951,591,46,346,8,2600.49
952,438,14,86,3,203.37
953,517,44,337,3,1158.17
954,615,57,478,6,2547.63
955,564,42,433,6,877.97
956,649,56,423,6,1328.55
957,577,70,110,7,1363.31
958,261,47,493,8,3011.33
959,407,1,372,1,425.98
960,611,3,266,3,165.42
961,310,1,154,4,1360.95
962,323,3,396,5,270.34
963,524,72,293,10,313.75
